id,relid,year,active_year,code_status,type_of_violence,conflict_dset_id,conflict_new_id,conflict_name,dyad_dset_id,dyad_new_id,dyad_name,side_a_dset_id,side_a_new_id,side_a,side_b_dset_id,side_b_new_id,side_b,number_of_sources,source_article,source_office,source_date,source_headline,source_original,where_prec,where_coordinates,where_description,adm_1,adm_2,latitude,longitude,geom_wkt,priogrid_gid,country,country_id,region,event_clarity,date_prec,date_start,date_end,deaths_a,deaths_b,deaths_civilians,deaths_unknown,best_est,high_est,low_est
52123,PAK-2010-1-768-472,2010,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"Two soldiers, four militants killed in Pakistan tribal area clashes
14 November 2010
BBC Monitoring",,,,"tribal and official sources, TTP",2,Safi Tehsil,Safi thesil,Federally Administered Tribal Areas,Mohmand Agency,34.501375,71.271401,POINT (71.271401 34.501375),179783,Pakistan,770,Asia,1,1,11/13/2010 00:00:00,11/13/2010 00:00:00,2,4,0,0,6,6,6,
52124,PAK-2010-1-768-473,2010,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"(1) Ten militants killed, three soldiers injured in Pakistan tribal area clash
14 November 2010
BBC Monitoring

(2) SATP Pakistan datasheet",,,,,2,Tor Kanre Town,Toor Kanrhi,Federally Administered Tribal Areas,Orakzai Agency,33.597647,70.839668,POINT (70.839668 33.597647),178342,Pakistan,770,Asia,1,1,11/13/2010 00:00:00,11/13/2010 00:00:00,0,10,0,0,10,10,10,
52125,PAK-2010-3-1199-45,2010,True,Clear,3,356,530,TTP - Civilians,356,997,TTP - Civilians,356,356,TTP,9999,1,Civilians,-1,SATP,,,,,1,Doaba Town,Doaba town,Khyber Pakhtunkwa Province,Hangu District,33.425723,70.737204,POINT (70.737204 33.425723),177622,Pakistan,770,Asia,1,1,09/09/2010 00:00:00,09/09/2010 00:00:00,0,0,4,0,4,4,4,
52126,PAK-2009-1-768-497,2009,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"Associated Press of Pakistan news agency, Islamabad, in English 1246gmt 23 Nov 09",,,,ISPR,1,Karam Town,Karam,Federally Administered Tribal Areas,South Waziristan,32.496111,69.587222,POINT (69.587222 32.496111),176180,Pakistan,770,Asia,1,1,11/23/2009 00:00:00,11/23/2009 00:00:00,0,0,0,1,1,1,1,
52131,PAK-2010-3-1129-7,2010,True,Clear,3,287,513,BLA - Civilians,287,980,BLA - Civilians,287,287,BLA,9999,1,Civilians,-1,"(1) FACTBOX-Security developments in Pakistan, April 27
27 April 2010
Reuters News

(2) Security Analysis on the International, Regional and Domestic Fronts - (Combined effort of PATHFINDER GROUP Task Force)
31 July 2010
ASDEFJ",,,,,1,Quetta Town,Quetta,Balochistan Province,Quetta District,30.183333,67.000000,POINT (67.000000 30.183333),173295,Pakistan,770,Asia,1,1,04/27/2010 00:00:00,04/27/2010 00:00:00,0,0,1,0,1,1,1,
52133,PAK-2009-1-768-297,2009,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"Associated Press of Pakistan news agency, Islamabad, in English 0848gmt 28 Aug 09",,,,,1,Kanju Town,between Ningulai and Kanju,Khyber Pakhtunkwa Province,Swat District,34.801035,72.343548,POINT (72.343548 34.801035),179785,Pakistan,770,Asia,1,1,08/28/2009 00:00:00,08/28/2009 00:00:00,0,0,0,2,2,2,2,
52134,PAK-2010-1-768-123,2010,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"Pakistan forces kill two militants in Malakand Agency
7 January 2010
BBC Monitoring",,,,Pakistani newspaper The News website on 6 January,2,Dargai Town,Dargai area in Malakand agency,Khyber Pakhtunkwa Province,Malakand District,34.508779,71.910195,POINT (71.910195 34.508779),179784,Pakistan,770,Asia,1,1,01/05/2010 00:00:00,01/05/2010 00:00:00,0,2,0,0,2,2,2,
52136,PAK-2009-1-768-140,2009,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"Associated Press of Pakistan news agency, Islamabad, in English 1134gmt 07 Jun 09",,,,ISPR spokesman,6,Pakistan,,,,30.000000,70.000000,POINT (70.000000 30.000000),173301,Pakistan,770,Asia,1,1,06/07/2009 00:00:00,06/07/2009 00:00:00,0,2,0,0,2,2,2,
52138,PAK-2010-1-768-299,2010,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,SATP Pakistan datasheet,,,,ISPR,3,Swat District,Swat,Khyber Pakhtunkwa Province,Swat District,35.241602,72.499333,POINT (72.499333 35.241602),180505,Pakistan,770,Asia,1,1,01/13/2010 00:00:00,01/13/2010 00:00:00,0,3,0,0,3,3,3,
52139,PAK-2010-1-768-216,2010,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"(1) Four alleged militants killed during Pakistan's northwest district clash
20 May 2010
BBC Monitoring

(2) SATP Pakistan datasheet",,,,tribal sources,1,Ama Khel Village,Amakhel village,Khyber Pakhtunkwa Province,Tank District,32.383333,70.523333,POINT (70.523333 32.383333),176182,Pakistan,770,Asia,1,1,05/19/2010 00:00:00,05/19/2010 00:00:00,0,4,0,0,4,4,4,
52140,PAK-2010-1-768-217,2010,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,SATP Pakistan datasheet,,,,,2,Dabori town,Dabori area,Federally Administered Tribal Areas,Orakzai Agency,33.737177,70.808836,POINT (70.808836 33.737177),178342,Pakistan,770,Asia,1,1,05/19/2010 00:00:00,05/19/2010 00:00:00,0,5,0,0,5,5,5,
52141,PAK-2009-1-768-199,2009,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,r 30/6,,,,government,3,Khyber Agency,Khyber tribal region,Federally Administered Tribal Areas,Khyber Agency,33.961134,71.057703,POINT (71.057703 33.961134),178343,Pakistan,770,Asia,1,1,06/30/2009 00:00:00,06/30/2009 00:00:00,0,0,7,0,7,7,7,
52142,PAK-2009-1-844-12,2009,True,Clear,1,404,404,Pakistan: Government,11336,11336,Government of Pakistan - Lashkar-e-Islam,142,142,Government of Pakistan,399,399,Lashkar-e-Islam,-1,SATP,,,,,2,Sandapal Town,"Sangapal area, Khyber agency",Federally Administered Tribal Areas,Khyber Agency,33.825702,70.848035,POINT (70.848035 33.825702),178342,Pakistan,770,Asia,1,1,07/01/2009 00:00:00,07/01/2009 00:00:00,0,28,0,0,28,28,28,
52143,PAK-2010-1-768-571,2010,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,SATP Pakistan datasheet,,,,,3,Orakzai Agency,Orakzai,Federally Administered Tribal Areas,Orakzai Agency,33.707767,71.002380,POINT (71.002380 33.707767),178343,Pakistan,770,Asia,1,1,05/09/2010 00:00:00,05/09/2010 00:00:00,0,0,0,0,0,33,0,
52144,PAK-2010-1-768-201,2010,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"Pakistan forces kill two militants in Swat clash
11 May 2010
BBC Monitoring",,,,,2,Kabal Town,Kabal tehsil of Swat district,Khyber Pakhtunkwa Province,Swat District,34.791969,72.282636,POINT (72.282636 34.791969),179785,Pakistan,770,Asia,1,1,05/09/2010 00:00:00,05/09/2010 00:00:00,0,2,0,0,2,2,2,
52145,PAK-2010-1-768-453,2010,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,SATP,,,,,2,Khwaezai Area,Gawakai and Warasta villages,Federally Administered Tribal Areas,Mohmand Agency,34.399100,71.264700,POINT (71.264700 34.399100),179063,Pakistan,770,Asia,1,1,01/20/2010 00:00:00,01/20/2010 00:00:00,0,5,0,0,5,5,5,
52146,PAK-2010-1-768-464,2010,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,SATP,,,,,2,Salarzai town,Salarzai District,Federally Administered Tribal Areas,Bajaur Agency,34.866128,71.527082,POINT (71.527082 34.866128),179784,Pakistan,770,Asia,1,1,01/21/2010 00:00:00,01/21/2010 00:00:00,2,0,1,0,3,3,3,
52147,PAK-2010-1-768-540,2010,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"Militant ambush leaves police official dead in northwest Pakistan
28 January 2010
BBC Monitoring",,,,,3,Mardan District,Chora Police Station,Khyber Pakhtunkwa Province,Mardan District,34.306708,72.090417,POINT (72.090417 34.306708),179065,Pakistan,770,Asia,1,1,01/27/2010 00:00:00,01/27/2010 00:00:00,1,0,0,0,1,1,1,
52148,PAK-2009-1-768-42,2009,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"Daily Times website, Lahore, in English 09 May 09",,,,,1,Mingora Town,Mingora,Khyber Pakhtunkwa Province,Swat District,34.783333,72.366667,POINT (72.366667 34.783333),179785,Pakistan,770,Asia,1,1,05/08/2009 00:00:00,05/08/2009 00:00:00,1,0,0,0,1,1,1,
52149,PAK-2009-1-768-43,2009,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"Dawn website, Karachi, in English 11 May 09",,,,,4,Khyber Pakhtunkwa Province,,Khyber Pakhtunkwa Province,,34.459933,72.502373,POINT (72.502373 34.459933),179066,Pakistan,770,Asia,1,1,05/08/2009 00:00:00,05/08/2009 00:00:00,1,0,0,0,1,1,1,
52150,PAK-2010-1-768-567.1,2010,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"(1) Pakistan forces kill seven militants in Bajaur Agency
6 February 2010
BBC Monitoring

(2) SATP Pakistan datasheet",,,,local sources,2,Damadola Town,Damadola,Federally Administered Tribal Areas,Bajaur Agency,34.800000,71.466667,POINT (71.466667 34.800000),179783,Pakistan,770,Asia,1,1,02/05/2010 00:00:00,02/05/2010 00:00:00,0,2,0,0,2,2,1,
52151,PAK-2008-2-26-4,2008,True,Clear,2,5198,4588,Bangesh - Turi,5198,5198,Bangesh - Turi,790,790,Bangesh,791,791,Turi,-1,"sGeo TV website, Karachi, in English 13 Aug 08",,,,,3,Kurram Agency,Kurram Agency,Federally Administered Tribal Areas,Kurram Agency,33.710172,70.340096,POINT (70.340096 33.710172),178341,Pakistan,770,Asia,1,4,08/05/2008 00:00:00,08/13/2008 00:00:00,0,0,0,54,54,54,54,
52152,PAK-2009-1-768-84,2009,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"Dawn website, Karachi, in English 19 May 09",,,,,2,Darra Adam Khel Town,Babozi area of Darra Adam Khel,Federally Administered Tribal Areas,FR Kohat,33.693980,71.495319,POINT (71.495319 33.693980),178343,Pakistan,770,Asia,1,1,05/18/2009 00:00:00,05/18/2009 00:00:00,0,5,0,0,5,5,5,
52157,PAK-2010-1-768-238,2010,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"Militants kill pro-government elder and his family in northwestern Pakistan
27 May 2010
Associated Press Newswires",,,,,1,Asghar village,Asghar village,Federally Administered Tribal Areas,Bajaur Agency,34.726558,71.325778,POINT (71.325778 34.726558),179783,Pakistan,770,Asia,1,1,05/27/2010 00:00:00,05/27/2010 00:00:00,0,1,2,0,3,3,3,
52158,PAK-2008-1-768-284,2008,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"PTV News, Islamabad, in English 1300gmt 05 Nov 08",,,,,1,Loe Sam Town,"Loi Sam, Bajaur",Federally Administered Tribal Areas,Bajaur Agency,34.695950,71.396931,POINT (71.396931 34.695950),179783,Pakistan,770,Asia,1,1,11/05/2008 00:00:00,11/05/2008 00:00:00,0,0,0,3,3,3,3,
52165,PAK-2007-3-1129-1,2007,False,Clear,3,287,513,BLA - Civilians,287,980,BLA - Civilians,287,287,BLA,9999,1,Civilians,-1,balochvoice.com 15/3 2007,,,,,1,Wadh Town,Wadh area of Khuzdar region,Balochistan Province,Khuzdar District,27.342804,66.369631,POINT (66.369631 27.342804),168973,Pakistan,770,Asia,1,1,03/14/2007 00:00:00,03/14/2007 00:00:00,0,0,0,0,0,1,0,
52166,PAK-2007-3-1199-7,2007,True,Clear,3,356,530,TTP - Civilians,356,997,TTP - Civilians,356,356,TTP,9999,1,Civilians,-1,"Dawn website, Karachi, in English 19 Mar 07",,,,police,1,Bakhshali Town,"Bakshali, 13 kms from Mardan",Khyber Pakhtunkwa Province,Mardan District,34.281190,72.147013,POINT (72.147013 34.281190),179065,Pakistan,770,Asia,1,1,03/18/2007 00:00:00,03/18/2007 00:00:00,0,0,1,0,1,1,1,
52169,PAK-2003-1-345-61,2003,True,Clear,1,218,218,India - Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Associated Press Newswires,2003-09-14,Two Pakistani civilians killed, five injured in Kashmir shelling""",Associated Press Newswires,2003-09-14,"Two Pakistani civilians killed, five injured in Kashmir shelling",,1,Tatrinote village,Tenrinot village,Azad Jammu & Kashmir,Poonch District,33.753964,74.002794,POINT (74.002794 33.753964),178349,Pakistan,770,Asia,1,1,09/14/2003 00:00:00,09/14/2003 00:00:00,0,0,0,1,1,1,1,
52170,PAK-2003-1-345-62,2003,True,Clear,1,218,218,India - Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Associated Press Newswires,2003-09-21,Pakistani, Indian troops trade fire in Kashmir; four civilians killed""",Associated Press Newswires,2003-09-21,"Pakistani, Indian troops trade fire in Kashmir; four civilians killed",,1,Tatrinote village,Tetrinot village,Azad Jammu & Kashmir,Poonch District,33.753964,74.002794,POINT (74.002794 33.753964),178349,Pakistan,770,Asia,1,1,09/21/2003 00:00:00,09/21/2003 00:00:00,0,0,0,1,1,1,1,
52171,PAK-2003-1-345-12,2003,True,Clear,1,218,218,India - Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Reuters News,2003-02-04,UPDATE 2-Indian forces kill five rebels on Kashmir border.""",Reuters News,2003-02-04,UPDATE 2-Indian forces kill five rebels on Kashmir border.,,2,Kahuta village,"Daigwaar (Digwar), a border village in the Farward Kahutta sector in the southern Bagh district, 80 km (50 miles) northeast of Islamabad. Pakistan",Azad Jammu & Kashmir,Bagh District,33.889136,74.106720,POINT (74.106720 33.889136),178349,Pakistan,770,Asia,1,1,02/04/2003 00:00:00,02/04/2003 00:00:00,0,0,0,2,2,2,2,
52174,PAK-2003-1-345-84,2003,True,Clear,1,218,218,India - Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Associated Press Newswires,2003-10-19,Three civilians killed, 10 others wounded in shooting in Kashmir""",Associated Press Newswires,2003-10-19,"Three civilians killed, 10 others wounded in shooting in Kashmir",,2,Samahni village,"Samahni area, 300 kilometers (180 miles) south of Muzaffarabad, the capital of Pakistani Kashmir",Azad Jammu & Kashmir,Bhimber District,33.090324,74.138110,POINT (74.138110 33.090324),177629,Pakistan,770,Asia,1,1,10/18/2003 00:00:00,10/18/2003 00:00:00,0,0,3,0,3,3,3,
52176,PAK-2008-1-639-14,2008,True,Clear,1,325,325,Pakistan: Balochistan,709,709,Government of Pakistan - BLA,142,142,Government of Pakistan,287,287,BLA,-1,"Daily Times website, Lahore, in English 02 May 08",,,,,1,Quetta Town,Quetta,Balochistan Province,Quetta District,30.183333,67.000000,POINT (67.000000 30.183333),173295,Pakistan,770,Asia,1,1,05/01/2008 00:00:00,05/01/2008 00:00:00,1,0,0,0,1,1,1,
52181,PAK-1996-1-340-6,1996,True,Clear,1,404,404,Pakistan: Government,855,855,Government of Pakistan - MQM,142,142,Government of Pakistan,354,354,MQM,-1,r 5/2 1996,,,,"police, MQM",1,Karachi Town,Karachi,Sindh Province,Karachi District,24.860000,67.010000,POINT (67.010000 24.860000),165375,Pakistan,770,Asia,1,1,02/05/1996 00:00:00,02/05/1996 00:00:00,0,1,0,0,1,1,1,
52184,PAK-1997-2-269-7,1997,True,Clear,2,5415,4805,MQM - MQM-H,5415,5415,MQM - MQM-H,354,354,MQM,832,832,MQM-H,-1,r 2/7,,,,police,1,Karachi Town,Karachi,Sindh Province,Karachi District,24.860000,67.010000,POINT (67.010000 24.860000),165375,Pakistan,770,Asia,1,2,07/02/1997 00:00:00,07/03/1997 00:00:00,1,0,0,0,1,1,1,
52187,PAK-2012-2-418-1,2012,False,Clear,2,5547,4937,Lashkar-e-Islam - TTP,5547,5547,Lashkar-e-Islam - TTP,399,399,Lashkar-e-Islam,356,356,TTP,-1,Pakistan Timeline 2012,,,,SATP,2,Tirah Valley,Tirah valley,Federally Administered Tribal Areas,Khyber Agency,33.812500,70.676944,POINT (70.676944 33.812500),178342,Pakistan,770,Asia,1,1,01/20/2012 00:00:00,01/20/2012 00:00:00,2,2,0,0,4,4,4,
52192,PAK-2009-1-768-492,2009,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"Daily Times website, Lahore, in English 08 Feb 09",,,,tribesmen,2,Aligrama Town,Aligrama area of Kabal tehsil,Khyber Pakhtunkwa Province,Swat District,34.799997,72.314921,POINT (72.314921 34.799997),179785,Pakistan,770,Asia,1,1,02/07/2009 00:00:00,02/07/2009 00:00:00,3,0,0,0,3,3,0,
52193,PAK-2009-1-768-503,2009,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"News TV website, Karachi, in English 08 Feb 09",,,,security sources,1,Mingora Town,Mingora,Khyber Pakhtunkwa Province,Swat District,34.783333,72.366667,POINT (72.366667 34.783333),179785,Pakistan,770,Asia,1,1,02/08/2009 00:00:00,02/08/2009 00:00:00,0,0,0,5,5,5,5,
52195,PAK-2009-1-768-160,2009,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"Associated Press of Pakistan news agency, Islamabad, in English 1021gmt 18 Jun 09",,,,,3,Malakand District,"around Bridge 2, Kabbal and Kotlai",Khyber Pakhtunkwa Province,Malakand District,34.536347,71.884702,POINT (71.884702 34.536347),179784,Pakistan,770,Asia,1,1,06/18/2009 00:00:00,06/18/2009 00:00:00,0,0,0,12,12,12,12,
52196,PAK-2009-1-768-161,2009,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"Associated Press of Pakistan news agency, Islamabad, in English 1021gmt 18 Jun 09",,,,,1,Tutan Banda Town,Tutan Banda,Khyber Pakhtunkwa Province,Swat District,34.846298,72.225910,POINT (72.225910 34.846298),179785,Pakistan,770,Asia,1,1,06/18/2009 00:00:00,06/18/2009 00:00:00,0,0,0,6,6,6,6,
52199,PAK-2009-1-768-395,2009,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"The News website, Islamabad, in English 22 Oct 09",,,,ISPR,1,Tiligram Town,Tiligram,Khyber Pakhtunkwa Province,Swat District,34.824264,72.496910,POINT (72.496910 34.824264),179785,Pakistan,770,Asia,1,1,10/22/2009 00:00:00,10/22/2009 00:00:00,0,0,0,1,1,1,1,
52204,PAK-2008-1-768-31,2008,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,AP 27/1,,,,local security official,3,Bajaur Agency,Bajaur agency,Federally Administered Tribal Areas,Bajaur Agency,34.757318,71.490673,POINT (71.490673 34.757318),179783,Pakistan,770,Asia,1,1,01/27/2008 00:00:00,01/27/2008 00:00:00,0,0,0,2,2,2,2,
52213,PAK-1991-2-269-2,1991,False,Clear,2,5415,4805,MQM - MQM-H,5415,5415,MQM - MQM-H,354,354,MQM,832,832,MQM-H,-1,R 19/6 1991,,,,"Doctors, police",1,Karachi Town,"Landhi area, Karachi",Sindh Province,Karachi District,24.860000,67.010000,POINT (67.010000 24.860000),165375,Pakistan,770,Asia,1,1,06/19/1991 00:00:00,06/19/1991 00:00:00,0,0,0,12,12,12,12,
52218,PAK-1995-1-345-6,1995,False,Clear,1,218,218,India - Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,-1,R 6/7 1995,,,,Police,3,Neelam District,Neelam Valley,Azad Jammu & Kashmir,Neelam District,34.919183,74.430014,POINT (74.430014 34.919183),179789,Pakistan,770,Asia,1,1,07/06/1995 00:00:00,07/06/1995 00:00:00,0,0,2,0,2,2,2,
52231,PAK-1994-1-340-8,1994,True,Clear,1,404,404,Pakistan: Government,855,855,Government of Pakistan - MQM,142,142,Government of Pakistan,354,354,MQM,-1,R 3/11 1994,,,,Police,1,Karachi Town,Karachi,Sindh Province,Karachi District,24.860000,67.010000,POINT (67.010000 24.860000),165375,Pakistan,770,Asia,1,1,11/02/1994 00:00:00,11/02/1994 00:00:00,1,0,0,8,9,9,9,
52237,PAK-1990-2-X3576-31,1990,True,Clear,2,11231,10621,Mohajir - Sindhi,11231,11231,Mohajir - Sindhi,2848,2848,Mohajir,2849,2849,Sindhi,-1,R 28/5 1990,,,,Police,1,Karachi Town,Karachi,Sindh Province,Karachi District,24.860000,67.010000,POINT (67.010000 24.860000),165375,Pakistan,770,Asia,1,1,05/28/1990 00:00:00,05/28/1990 00:00:00,0,0,1,0,1,1,1,
52238,PAK-1990-2-X3576-32,1990,True,Clear,2,11231,10621,Mohajir - Sindhi,11231,11231,Mohajir - Sindhi,2848,2848,Mohajir,2849,2849,Sindhi,-1,R 29/5 1990,,,,Police,1,Karachi Town,Karachi,Sindh Province,Karachi District,24.860000,67.010000,POINT (67.010000 24.860000),165375,Pakistan,770,Asia,1,1,05/29/1990 00:00:00,05/29/1990 00:00:00,0,0,0,14,14,14,14,
52239,PAK-1990-2-X3576-11,1990,True,Clear,2,11231,10621,Mohajir - Sindhi,11231,11231,Mohajir - Sindhi,2848,2848,Mohajir,2849,2849,Sindhi,-1,R 17/4 1990,,,,Police,1,Karachi Town,Karachi,Sindh Province,Karachi District,24.860000,67.010000,POINT (67.010000 24.860000),165375,Pakistan,770,Asia,1,1,04/17/1990 00:00:00,04/17/1990 00:00:00,0,0,0,2,2,2,2,
52251,PAK-1994-2-269-15,1994,True,Clear,2,5415,4805,MQM - MQM-H,5415,5415,MQM - MQM-H,354,354,MQM,832,832,MQM-H,-1,R 12/11 1994,,,,Police,1,Karachi Town,Karachi,Sindh Province,Karachi District,24.860000,67.010000,POINT (67.010000 24.860000),165375,Pakistan,770,Asia,2,2,11/10/1994 00:00:00,11/12/1994 00:00:00,0,0,0,2,2,2,2,
52268,PAK-1996-1-340-7,1996,True,Clear,1,404,404,Pakistan: Government,855,855,Government of Pakistan - MQM,142,142,Government of Pakistan,354,354,MQM,-1,r 5/2 1996,,,,"police, MQM",1,Karachi Town,Karachi,Sindh Province,Karachi District,24.860000,67.010000,POINT (67.010000 24.860000),165375,Pakistan,770,Asia,1,1,02/05/1996 00:00:00,02/05/1996 00:00:00,0,1,0,0,1,1,1,
52269,PAK-1997-3-1232-3,1997,False,Clear,3,388,540,LeJ - Civilians,388,1007,LeJ - Civilians,388,388,LeJ,9999,1,Civilians,-1,"SATP Pakistan: Terrorist Groups, LeJ available at http://www.satp.org/satporgtp/countries/pakistan/terroristoutfits/lej.htm, cited 27/8 2009",,,,,3,Sahiwal District,Punjab,Punjab Province,Sahiwal District,30.666667,73.100000,POINT (73.100000 30.666667),174027,Pakistan,770,Asia,1,1,07/30/1997 00:00:00,07/30/1997 00:00:00,0,0,2,0,2,2,2,
52276,PAK-2003-1-345-39,2003,True,Clear,1,218,218,India - Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,2,"""Reuters News,2003-06-03,Pakistan says nine killed, six hurt in Kashmir."";""Xinhua News Agency,2003-06-04,Kashmiri leader condemns killing of ten persons in Indian firing.""",Reuters News;Xinhua News Agency,2003-06-03;2003-06-04,"Pakistan says nine killed, six hurt in Kashmir.;Kashmiri leader condemns killing of ten persons in Indian firing.",Pakistani military spokesperson,2,Lala village,"near Lala village, Neelum valley (Pakistan)",Azad Jammu & Kashmir,Neelam District,34.601010,73.922710,POINT (73.922710 34.601010),179788,Pakistan,770,Asia,1,1,06/03/2003 00:00:00,06/03/2003 00:00:00,0,0,0,9,9,10,9,
52278,PAK-2003-1-345-85,2003,True,Clear,1,218,218,India - Pakistan,422,422,Government of India - Government of Pakistan,141,141,Government of India,142,142,Government of Pakistan,1,"""Associated Press Newswires,2003-10-22,Five Pakistani civilians killed by Indian fire, as India announces peace initiative""",Associated Press Newswires,2003-10-22,"Five Pakistani civilians killed by Indian fire, as India announces peace initiative",,2,Khaplu village,"Khaplu area (Pakistan), north of the Indian town of Kargil.",Gilgit-Baltistan,Ghanche District,35.152682,76.344044,POINT (76.344044 35.152682),180513,Pakistan,770,Asia,1,1,10/21/2003 00:00:00,10/21/2003 00:00:00,0,0,3,0,3,3,3,
52279,PAK-2004-1-639-4,2004,True,Clear,1,325,325,Pakistan: Balochistan,709,709,Government of Pakistan - BLA,142,142,Government of Pakistan,287,287,BLA,-1,"Reuters: 2004-08-03 and 2004-08-02, satp.org ""Baluchistan: A rising Insurgency",,,,official spokesman Mir Azad Baloch,3,Khuzdar District,Khuzdar in the Baluchistan province,Balochistan Province,Khuzdar District,27.486797,66.587031,POINT (66.587031 27.486797),168974,Pakistan,770,Asia,1,1,08/01/2004 00:00:00,08/01/2004 00:00:00,5,0,1,0,6,8,6,
52284,PAK-2008-3-1199-20,2008,True,Clear,3,356,530,TTP - Civilians,356,997,TTP - Civilians,356,356,TTP,9999,1,Civilians,-1,"Daily Times website, Lahore, in English 25 Jun 08",,,,,3,Orakzai Agency,Aurakzai agency,Federally Administered Tribal Areas,Orakzai Agency,33.707767,71.002380,POINT (71.002380 33.707767),178343,Pakistan,770,Asia,1,1,06/25/2008 00:00:00,06/25/2008 00:00:00,0,0,8,0,8,8,8,
52286,PAK-2008-1-768-156,2008,True,Clear,1,404,404,Pakistan: Government,857,857,Government of Pakistan - TTP,142,142,Government of Pakistan,356,356,TTP,-1,"sGeo TV website, Karachi, in English 01 Sep 08",,,,,1,Darra Adam Khel Town,"Dara Adam Khel, NWFP",Federally Administered Tribal Areas,FR Kohat,33.693980,71.495319,POINT (71.495319 33.693980),178343,Pakistan,770,Asia,1,1,09/01/2008 00:00:00,09/01/2008 00:00:00,0,0,0,9,9,9,9,
